Concentration,data_source,Lab Id,Sample Date,Ten Rollapply,Wwtp Name,Concentration,Lab Id,units
0,CDPH NWSS,CAL3,5/19/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/19/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/21/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/23/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/24/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/24/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/26/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/26/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/28/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/30/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,5/31/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/2/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/2/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/4/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/6/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/7/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/7/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/9/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/9/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/11/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/13/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/14/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/14/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/16/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/16/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/18/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/20/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/21/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/21/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/23/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/23/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/25/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/27/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,6/28/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,7/7/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,7/11/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,7/25/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,7/26/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,8/23/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,8/25/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,8/30/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,9/1/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,9/8/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,9/20/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,9/22/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,9/29/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,10/8/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,10/10/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,10/11/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,10/11/2021,,Orange,0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,10/13/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,10/18/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,10/20/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,CDPH NWSS,CAL3,10/24/2021,,Joint (Los Angeles),0,CAL3,copies/L wastewater
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/10/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/14/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/15/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/19/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/20/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/24/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/26/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/28/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/29/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/30/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),4/7/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),4/8/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),4/9/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
0,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),4/17/2022,,Modesto (Stanislaus),0,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
4.464901329e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/28/2021,,Sunnyvale (Santa Clara),4.464901329e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
5.258986570e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/13/2021,,Davis (Yolo),5.258986570e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
5.320841564e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/3/2021,,Sunnyvale (Santa Clara),5.320841564e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
5.402562e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/23/2021,,Gilroy (Santa Clara),5.402562e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
5.825313943e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/15/2021,,Gilroy (Santa Clara),5.825313943e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
6.094876208e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/2/2021,,Sunnyvale (Santa Clara),6.094876208e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
6.348585046e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/19/2021,,Gilroy (Santa Clara),6.348585046e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
6.490473836e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/22/2021,,Sunnyvale (Santa Clara),6.490473836e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
7.430566632e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/30/2021,,Sunnyvale (Santa Clara),7.430566632e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
7.485020987e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/29/2021,,Sunnyvale (Santa Clara),7.485020987e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
7.912179419e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),11/4/2021,,Sunnyvale (Santa Clara),7.912179419e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
8.100609033e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/3/2021,,Davis (Yolo),8.100609033e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
8.339227461e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/6/2021,,Davis (Yolo),8.339227461e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
8.386836811e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/6/2021,,Davis (Yolo),8.386836811e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
8.506262981e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/21/2022,,Gilroy (Santa Clara),8.506262981e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
8.770438574e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/27/2021,,Sunnyvale (Santa Clara),8.770438574e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
9.1594512e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/10/2021,,Sunnyvale (Santa Clara),9.1594512e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
9.322262540e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/11/2021,,Palo Alto (Santa Clara),9.322262540e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
9.388626353e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/22/2021,,Silicon Valley ,9.388626353e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
9.538026485e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/20/2021,,Sunnyvale (Santa Clara),9.538026485e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
9.826901407e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/8/2021,,San Francisco (Oceanside),9.826901407e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
9.948141435e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/3/2021,,Palo Alto (Santa Clara),9.948141435e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
9.960525253e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/8/2021,,Sunnyvale (Santa Clara),9.960525253e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
9.983737213e-07,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/11/2021,,Sunnyvale (Santa Clara),9.983737213e-07,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.008509430e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/21/2021,,San Francisco (Oceanside),1.008509430e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.024312364e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/7/2022,,San Francisco (Oceanside),1.024312364e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.064800436e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/4/2021,,Sunnyvale (Santa Clara),1.064800436e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.07404e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/9/2021,,Palo Alto (Santa Clara),1.07404e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.092321389e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/17/2021,,Palo Alto (Santa Clara),1.092321389e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.147964284e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/10/2021,,Gilroy (Santa Clara),1.147964284e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.186246582e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/9/2021,,Gilroy (Santa Clara),1.186246582e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.221884019e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/15/2021,,Sunnyvale (Santa Clara),1.221884019e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.250837541e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/17/2021,,Davis (Yolo),1.250837541e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.256351486e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/4/2021,,Palo Alto (Santa Clara),1.256351486e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.257712052e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/18/2022,,Gilroy (Santa Clara),1.257712052e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.268231341e-06,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/19/2022,,Merced,1.268231341e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
1.308368509e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/23/2021,,Gilroy (Santa Clara),1.308368509e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.309044733e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),11/28/2021,,Davis (Yolo),1.309044733e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.315025893e-06,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),12/1/2021,,Modesto (Stanislaus),1.315025893e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
1.341124668e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/18/2021,,Gilroy (Santa Clara),1.341124668e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.341859912e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/1/2021,,Palo Alto (Santa Clara),1.341859912e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.395622611e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/28/2021,,Palo Alto (Santa Clara),1.395622611e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.419834304e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/5/2021,,Sunnyvale (Santa Clara),1.419834304e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.436994638e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/16/2021,,San Francisco (Oceanside),1.436994638e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.455222813e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/27/2021,,Davis (Yolo),1.455222813e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.472798241e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/2/2021,,Davis (Yolo),1.472798241e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.473777829e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/7/2021,,Davis (Yolo),1.473777829e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.479006845e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/31/2021,,Davis (Yolo),1.479006845e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.479310169e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/20/2021,,Davis (Yolo),1.479310169e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.484766772e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/5/2021,,Davis (Yolo),1.484766772e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.494968581e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/3/2021,,Sunnyvale (Santa Clara),1.494968581e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.542537471e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/16/2021,,Palo Alto (Santa Clara),1.542537471e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.581874517e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/23/2021,,Palo Alto (Santa Clara),1.581874517e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.583983359e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/5/2021,,Gilroy (Santa Clara),1.583983359e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.596849509e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/15/2022,,Palo Alto (Santa Clara),1.596849509e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.597681169e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/1/2021,,Sunnyvale (Santa Clara),1.597681169e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.609295497e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/5/2021,,Gilroy (Santa Clara),1.609295497e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.615069888e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/29/2021,,Davis (Yolo),1.615069888e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.616588232e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/16/2021,,Gilroy (Santa Clara),1.616588232e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.626362672e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/7/2021,,San Jose (Santa Clara),1.626362672e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.627291532e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/12/2021,,Sunnyvale (Santa Clara),1.627291532e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.652530109e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/18/2021,,San Francisco (Oceanside),1.652530109e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.656025516e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/5/2021,,Davis (Yolo),1.656025516e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.705082168e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/24/2021,,Davis (Yolo),1.705082168e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.709075739e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/12/2021,,Palo Alto (Santa Clara),1.709075739e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.734695635e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/7/2021,,Davis (Yolo),1.734695635e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.753955205e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/12/2021,,Davis (Yolo),1.753955205e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.757805171e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/2/2021,,Palo Alto (Santa Clara),1.757805171e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.770169738e-06,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/30/2022,,Merced,1.770169738e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
1.807814197e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/16/2021,,Sunnyvale (Santa Clara),1.807814197e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.809184251e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/21/2021,,Gilroy (Santa Clara),1.809184251e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.832671864e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/20/2021,,Sunnyvale (Santa Clara),1.832671864e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.845145437e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/18/2021,,Silicon Valley ,1.845145437e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.847154737e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/13/2021,,Palo Alto (Santa Clara),1.847154737e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.868094780e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/22/2021,,Sunnyvale (Santa Clara),1.868094780e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.898715125e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/4/2021,,Silicon Valley ,1.898715125e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.901925896e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/5/2021,,San Francisco (Oceanside),1.901925896e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.927096980e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/19/2022,,Sunnyvale (Santa Clara),1.927096980e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.940598092e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/11/2021,,Palo Alto (Santa Clara),1.940598092e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
1.94323032e-06,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/15/2021,,Gilroy (Santa Clara),1.94323032e-06,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
